policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported_bin,incident_month,incident_dayofweek,claim_to_premium_ratio
NC,400,815.2,53,FEMALE,College,Teacher,movies,Parked Car,Rear,Total Loss,None,GA,5,3,2,2,Yes,9656.83,14223.62,0,9,3,11.845964180569185
MI,400,986.7,74,FEMALE,High School,Manager,movies,Parked Car,Side,Minor Damage,Fire,MI,23,4,0,1,No,16546.38,14009.76,0,2,4,16.769413195500153
IL,200,1427.93,61,FEMALE,High School,Clerk,chess,Multi-vehicle Collision,Front,Major Damage,None,CA,6,2,3,5,No,6092.31,8480.02,0,1,2,4.2665326731702535
GA,600,805.04,62,MALE,Masters,Engineer,camping,Vehicle Theft,Front,Major Damage,Ambulance,MI,2,1,4,2,No,12384.81,15260.36,0,3,4,15.384092715889894
GA,200,732.5,22,FEMALE,PhD,Engineer,yachting,Parked Car,Side,Major Damage,Police,FL,18,3,0,4,Yes,5574.45,7496.93,0,2,2,7.610170648464163
FL,200,1470.25,33,FEMALE,PhD,Doctor,paintball,Parked Car,Side,Total Loss,Ambulance,IL,1,2,3,0,No,2634.31,4327.5,1,3,1,1.7917429008671995
NC,700,1236.47,27,MALE,Masters,Teacher,camping,Vehicle Theft,Front,Total Loss,Police,IL,16,1,2,5,No,14108.2,18937.12,0,5,0,11.41006251668055
IL,200,1390.01,20,OTHER,PhD,Clerk,camping,Vehicle Theft,Rear,Total Loss,None,MI,13,4,4,5,Yes,9405.02,8396.88,0,11,5,6.7661527614909245
NY,700,1016.06,28,FEMALE,Masters,Doctor,chess,Vehicle Theft,Unknown,Total Loss,Police,IL,3,2,4,4,Yes,12381.45,22943.56,0,6,2,12.185746904710353
MI,800,635.77,62,MALE,High School,Teacher,chess,Single Vehicle Collision,Unknown,Total Loss,Police,OH,12,1,3,3,No,2565.03,2655.13,0,4,4,4.034525064095507
OH,300,1294.21,26,FEMALE,Masters,Clerk,camping,Parked Car,Rear,Minor Damage,Police,OH,4,3,4,3,Yes,20186.85,21111.22,0,3,5,15.59781642855487
GA,400,1298.4,30,FEMALE,College,Technician,hiking,Parked Car,Front,Total Loss,Ambulance,PA,6,2,3,5,No,8561.76,8053.42,0,12,4,6.5940850277264325
FL,800,855.17,26,OTHER,PhD,Manager,hiking,Single Vehicle Collision,Unknown,Minor Damage,Fire,PA,8,4,2,0,No,1732.32,2224.56,0,4,0,2.025702491902195
MI,300,1216.69,45,FEMALE,College,Engineer,camping,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,FL,15,3,1,4,Yes,20805.14,22045.91,0,12,2,17.09978712737016
TX,800,615.19,66,OTHER,PhD,Manager,yachting,Single Vehicle Collision,Unknown,Major Damage,Fire,IL,5,1,3,4,Yes,11254.97,15483.87,0,2,0,18.295112079195043
FL,800,1031.21,53,MALE,High School,Doctor,yachting,Multi-vehicle Collision,Front,Minor Damage,Ambulance,NY,19,1,4,5,No,13114.99,12874.73,0,10,5,12.71805936715121
NY,300,1412.03,55,MALE,PhD,Engineer,chess,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,FL,19,3,0,3,Yes,3922.26,4600.89,0,7,0,2.7777455153219126
GA,700,653.6,47,MALE,Masters,Manager,chess,Multi-vehicle Collision,Unknown,Major Damage,Fire,CA,3,2,0,2,Yes,7764.29,8576.12,0,6,3,11.879268665850672
MI,300,1031.54,55,MALE,PhD,Sales,reading,Parked Car,Unknown,Total Loss,None,TX,10,2,4,4,Yes,379.18,735.9,0,2,3,0.36758632723888557
IL,500,1145.61,57,FEMALE,High School,Doctor,camping,Single Vehicle Collision,Front,Total Loss,None,MI,6,1,2,3,No,3198.05,3027.16,0,11,5,2.791569556829986
CA,700,1186.79,31,MALE,High School,Teacher,paintball,Parked Car,Side,Total Loss,Police,PA,5,3,3,3,No,4622.56,4282.48,0,8,4,3.8950109117872587
OH,800,625.01,71,OTHER,Masters,Technician,movies,Single Vehicle Collision,Rear,Total Loss,Fire,GA,7,4,4,3,No,26477.19,22610.63,0,10,1,42.36282619478088
NY,1000,1395.76,75,MALE,Masters,Lawyer,camping,Single Vehicle Collision,Unknown,Total Loss,Police,GA,0,1,1,2,Yes,6191.6,6948.35,0,1,3,4.436006190175962
NY,400,863.78,52,OTHER,High School,Doctor,chess,Parked Car,Side,Major Damage,Ambulance,CA,6,4,1,3,No,1581.76,3160.47,0,3,6,1.8312070203060966
NC,700,1446.39,53,OTHER,PhD,Doctor,yachting,Parked Car,Unknown,Total Loss,Ambulance,FL,6,3,2,1,No,5193.79,7430.23,0,5,0,3.5908641514390998
NY,1000,1156.27,68,OTHER,PhD,Engineer,chess,Parked Car,Unknown,Total Loss,None,CA,7,1,0,2,Yes,12710.67,11777.42,0,12,0,10.992821745786019
FL,400,800.91,24,FEMALE,Masters,Clerk,paintball,Multi-vehicle Collision,Unknown,Total Loss,Police,FL,3,1,3,0,No,8488.84,16261.72,0,9,1,10.598993644729122
FL,300,1252.15,54,OTHER,High School,Lawyer,yachting,Parked Car,Side,Major Damage,None,NY,23,2,4,2,No,12194.24,14614.24,0,3,1,9.738641536557122
CA,700,1047.17,62,OTHER,High School,Technician,camping,Parked Car,Rear,Minor Damage,Police,NY,6,2,1,0,No,1041.06,1887.54,0,11,0,0.9941652262765357
PA,200,1227.55,57,MALE,College,Sales,yachting,Vehicle Theft,Side,Major Damage,Fire,NY,19,1,1,5,No,12406.8,24095.01,0,2,1,10.106961019917723
IL,800,1365.5,29,OTHER,Masters,Teacher,camping,Parked Car,Front,Minor Damage,Ambulance,IL,5,2,0,0,Yes,12041.93,12167.84,0,8,4,8.818696448187477
TX,200,711.6,46,OTHER,Masters,Lawyer,yachting,Parked Car,Side,Major Damage,Ambulance,CA,18,1,2,4,Yes,3647.01,3550.17,0,2,3,5.125084317032041
CA,500,1425.34,47,OTHER,Masters,Sales,movies,Parked Car,Unknown,Total Loss,None,GA,7,2,0,2,Yes,20972.36,24354.8,0,3,3,14.71393492079083
GA,800,1059.41,29,MALE,PhD,Sales,chess,Vehicle Theft,Unknown,Minor Damage,Fire,TX,9,4,3,2,Yes,7721.14,10000.12,0,9,0,7.28815095194495
CA,400,1034.23,43,FEMALE,High School,Manager,movies,Parked Car,Front,Major Damage,None,NY,13,3,0,1,No,10457.28,8976.49,1,11,2,10.11117449696876
OH,600,743.06,38,MALE,PhD,Teacher,camping,Vehicle Theft,Unknown,Minor Damage,Ambulance,OH,9,3,1,3,Yes,1307.53,1713.67,0,8,1,1.7596560170107394
PA,400,918.86,62,MALE,High School,Technician,chess,Vehicle Theft,Unknown,Major Damage,None,GA,16,3,4,0,No,6121.14,11016.76,1,2,0,6.661667718694905
GA,400,948.39,52,FEMALE,PhD,Teacher,reading,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,FL,4,3,4,1,Yes,11868.29,23292.05,0,6,5,12.514145024726115
OH,500,1499.98,27,MALE,High School,Technician,hiking,Single Vehicle Collision,Rear,Minor Damage,Fire,MI,5,3,2,3,No,21064.52,19903.42,0,8,2,14.04320057600768
PA,600,1147.56,66,FEMALE,High School,Technician,camping,Vehicle Theft,Side,Minor Damage,Fire,IL,20,3,1,3,No,758.2,1216.37,0,8,3,0.6607061940116422
PA,200,1490.57,51,FEMALE,College,Lawyer,yachting,Vehicle Theft,Unknown,Major Damage,Police,TX,9,1,4,5,Yes,3807.15,3274.33,0,12,1,2.5541571345190097
PA,400,1339.02,69,OTHER,High School,Engineer,hiking,Parked Car,Side,Major Damage,Fire,PA,14,3,3,3,No,10457.69,19408.9,0,11,4,7.809958029006289
TX,700,1194.48,65,OTHER,High School,Manager,yachting,Vehicle Theft,Rear,Minor Damage,None,NC,11,1,2,5,No,1894.82,3733.6,0,4,3,1.5863137097314313
NC,300,1277.28,19,FEMALE,College,Technician,yachting,Multi-vehicle Collision,Side,Minor Damage,Fire,OH,1,4,3,3,Yes,14601.77,20036.59,0,2,6,11.431925654515847
MI,400,1340.95,26,FEMALE,High School,Lawyer,hiking,Multi-vehicle Collision,Unknown,Minor Damage,None,GA,13,3,0,2,No,26173.11,23951.1,0,2,5,19.518334016928296
OH,500,1150.13,26,OTHER,Masters,Sales,movies,Single Vehicle Collision,Front,Minor Damage,None,FL,9,4,3,2,No,10210.58,18642.58,0,2,2,8.877761644335857
GA,700,1030.43,26,OTHER,College,Manager,hiking,Parked Car,Rear,Major Damage,None,GA,22,1,0,5,Yes,2424.49,4555.67,0,1,1,2.3528915113108115
CA,500,1112.74,58,FEMALE,Masters,Manager,yachting,Multi-vehicle Collision,Front,Major Damage,None,PA,16,3,2,5,No,6282.19,7889.78,0,11,3,5.645694411992019
NC,500,1106.26,67,MALE,PhD,Lawyer,chess,Single Vehicle Collision,Front,Total Loss,None,GA,17,1,0,5,Yes,6044.97,9892.0,0,4,1,5.464330265941099
NY,500,1436.98,26,OTHER,High School,Teacher,reading,Parked Car,Rear,Minor Damage,None,GA,19,1,2,0,Yes,4733.21,7562.69,0,11,1,3.293859343901794
CA,1000,656.64,67,OTHER,Masters,Lawyer,camping,Multi-vehicle Collision,Rear,Major Damage,Fire,FL,19,4,3,0,Yes,6051.99,7941.65,1,11,2,9.216602704678362
NY,800,1454.6,33,FEMALE,Masters,Doctor,hiking,Vehicle Theft,Unknown,Total Loss,Fire,MI,1,4,1,3,Yes,2147.24,3107.03,0,3,5,1.4761721435446171
IL,1000,1431.01,58,MALE,PhD,Technician,movies,Vehicle Theft,Front,Total Loss,Ambulance,OH,19,2,3,1,No,1885.12,2928.6,0,1,6,1.3173353086281716
GA,500,745.74,74,OTHER,High School,Engineer,reading,Vehicle Theft,Side,Major Damage,Police,CA,20,4,1,1,No,5899.95,7332.54,1,8,1,7.91153753318851
GA,400,1307.53,35,MALE,PhD,Clerk,chess,Single Vehicle Collision,Side,Total Loss,None,FL,15,4,1,5,No,4754.03,5650.19,0,7,2,3.6358859834955983
FL,400,1131.74,53,OTHER,PhD,Technician,reading,Single Vehicle Collision,Rear,Major Damage,Fire,GA,21,4,1,4,Yes,4592.09,8869.75,0,2,0,4.057548553554703
GA,400,1130.46,55,OTHER,Masters,Lawyer,reading,Multi-vehicle Collision,Rear,Total Loss,None,CA,18,1,4,5,Yes,12992.51,13404.03,1,9,1,11.49311784583267
GA,600,1492.91,24,MALE,Masters,Lawyer,hiking,Vehicle Theft,Side,Total Loss,Police,CA,12,1,0,0,No,12892.0,19071.62,0,9,0,8.635483719715186
FL,300,818.34,21,OTHER,High School,Lawyer,paintball,Multi-vehicle Collision,Side,Minor Damage,Police,FL,3,3,0,5,No,20886.52,23712.75,0,1,6,25.52303443556468
FL,800,1319.13,45,OTHER,PhD,Doctor,paintball,Vehicle Theft,Front,Major Damage,Ambulance,MI,2,2,3,0,Yes,5043.06,4392.43,0,8,4,3.8230197175411065
OH,1000,1063.28,26,OTHER,PhD,Teacher,reading,Multi-vehicle Collision,Front,Minor Damage,Fire,CA,1,3,0,3,Yes,10110.87,18406.08,0,11,0,9.509132119479348
OH,800,906.79,75,MALE,College,Lawyer,movies,Parked Car,Front,Major Damage,None,NC,12,1,4,2,Yes,22337.2,20515.91,0,2,2,24.633266798266416
NY,700,1116.76,67,MALE,Masters,Teacher,camping,Vehicle Theft,Front,Total Loss,None,NY,15,2,1,2,No,5117.66,7141.93,0,10,3,4.582596081521545
TX,400,1250.36,48,MALE,PhD,Doctor,yachting,Single Vehicle Collision,Side,Major Damage,Ambulance,PA,22,3,4,2,No,6410.3,8486.21,0,9,2,5.1267634921142715
IL,300,661.65,31,FEMALE,PhD,Lawyer,hiking,Parked Car,Side,Total Loss,Ambulance,CA,7,1,3,4,Yes,5818.86,6921.93,0,4,1,8.79446837451825
FL,800,1174.17,73,FEMALE,High School,Lawyer,chess,Vehicle Theft,Rear,Minor Damage,Ambulance,TX,20,2,0,0,Yes,9213.43,9147.52,0,11,2,7.8467598388649
IL,300,829.42,62,MALE,High School,Lawyer,chess,Parked Car,Front,Minor Damage,Police,GA,3,4,4,5,Yes,1900.18,3573.72,0,9,2,2.290974415856864
TX,700,1467.69,70,MALE,High School,Manager,camping,Vehicle Theft,Front,Minor Damage,Ambulance,NC,5,1,4,2,Yes,10831.94,19774.97,0,4,6,7.380264224734106
NY,1000,1190.38,53,MALE,PhD,Manager,camping,Parked Car,Front,Major Damage,Fire,CA,13,2,2,4,No,12387.94,10687.57,0,3,6,10.406710462205346
NC,700,904.65,44,FEMALE,PhD,Lawyer,hiking,Single Vehicle Collision,Rear,Total Loss,None,GA,15,3,3,0,No,23493.87,20030.93,0,10,5,25.970121041286685
CA,1000,626.35,34,FEMALE,College,Sales,hiking,Vehicle Theft,Unknown,Minor Damage,Police,IL,17,4,3,3,Yes,9762.79,11149.99,0,12,3,15.586796519517842
PA,500,1014.52,61,OTHER,College,Technician,reading,Parked Car,Front,Major Damage,Police,IL,6,4,3,0,No,14196.54,15136.01,0,5,3,13.993356464140678
OH,200,1463.36,30,FEMALE,PhD,Sales,chess,Parked Car,Rear,Minor Damage,Ambulance,NC,12,1,3,2,No,4837.95,6065.74,0,2,4,3.3060559260879074
FL,800,660.83,49,OTHER,PhD,Doctor,reading,Parked Car,Front,Major Damage,Fire,OH,18,1,2,4,Yes,17596.51,16848.2,0,2,2,26.62789219617753
OH,200,1193.12,26,OTHER,PhD,Technician,movies,Multi-vehicle Collision,Rear,Major Damage,None,FL,17,4,1,1,Yes,25123.88,22008.78,0,7,5,21.057295158911092
OH,500,913.92,55,MALE,PhD,Clerk,reading,Parked Car,Side,Minor Damage,None,NC,2,2,2,3,Yes,4813.3,4186.76,1,2,3,5.266653536414566
NC,800,880.22,25,MALE,College,Teacher,hiking,Parked Car,Rear,Minor Damage,None,NC,6,4,2,4,Yes,8381.08,7891.03,1,7,4,9.521574151916566
NC,600,1125.73,36,FEMALE,High School,Manager,hiking,Multi-vehicle Collision,Unknown,Minor Damage,Police,TX,19,2,2,5,No,19666.8,22783.53,0,8,0,17.470263739973174
NC,700,1254.34,28,OTHER,PhD,Sales,camping,Parked Car,Front,Major Damage,Ambulance,IL,4,2,2,4,No,16409.36,22307.12,0,1,3,13.082067063156721
OH,400,655.85,44,FEMALE,PhD,Sales,camping,Vehicle Theft,Rear,Total Loss,Police,IL,5,4,4,4,No,1556.22,1349.5,0,7,6,2.3728291530075474
TX,300,1231.17,45,OTHER,PhD,Technician,chess,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,GA,15,1,0,0,No,11141.87,11513.97,0,12,3,9.049822526539796
CA,300,612.29,38,MALE,College,Doctor,yachting,Vehicle Theft,Front,Total Loss,Police,NY,16,2,4,4,No,3248.16,3179.62,0,6,2,5.304937202959382
GA,1000,1327.87,52,FEMALE,High School,Sales,camping,Single Vehicle Collision,Rear,Total Loss,Police,MI,4,1,1,0,Yes,9857.69,15027.45,0,8,3,7.423686053604646
FL,700,739.26,74,OTHER,Masters,Doctor,yachting,Vehicle Theft,Front,Major Damage,None,IL,19,4,0,3,No,22406.06,22209.41,0,1,3,30.30876822768715
TX,800,779.04,54,OTHER,High School,Lawyer,camping,Single Vehicle Collision,Rear,Total Loss,Fire,GA,19,4,2,0,Yes,12111.81,12604.61,1,10,5,15.547096426370919
IL,800,976.49,72,FEMALE,Masters,Manager,hiking,Single Vehicle Collision,Unknown,Total Loss,Ambulance,OH,1,3,4,5,Yes,3980.28,7681.39,1,5,6,4.076109330356686
PA,500,1116.2,25,MALE,College,Technician,chess,Single Vehicle Collision,Front,Minor Damage,Ambulance,OH,18,4,2,3,No,15868.99,18526.96,0,12,0,14.216977244221464
PA,1000,1489.5,33,MALE,High School,Teacher,paintball,Vehicle Theft,Side,Minor Damage,Police,FL,22,3,3,0,No,11203.15,13531.93,0,8,4,7.521416582745887
NC,200,1308.81,40,FEMALE,College,Teacher,yachting,Parked Car,Rear,Major Damage,None,CA,1,2,1,1,Yes,8116.75,10064.26,0,1,3,6.2016259044475515
TX,1000,1275.01,63,OTHER,PhD,Sales,hiking,Parked Car,Side,Major Damage,None,IL,20,3,0,5,No,9808.07,9902.63,1,6,0,7.692543587893428
OH,400,1328.9,67,OTHER,High School,Manager,yachting,Multi-vehicle Collision,Side,Minor Damage,Fire,FL,12,3,1,5,No,11159.98,11235.67,0,8,6,8.39790804424712
OH,600,820.85,41,MALE,College,Lawyer,reading,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,NY,9,2,2,4,Yes,5122.05,9734.76,0,10,5,6.239934214533715
NY,1000,801.91,45,OTHER,Masters,Sales,hiking,Single Vehicle Collision,Rear,Minor Damage,Ambulance,NY,20,4,0,3,No,10772.04,19068.54,0,3,5,13.432978763202854
TX,400,1259.14,22,OTHER,High School,Sales,yachting,Vehicle Theft,Side,Major Damage,Police,OH,11,4,4,2,Yes,7906.86,11573.98,1,6,6,6.27957177120892
PA,1000,606.41,36,OTHER,Masters,Sales,yachting,Parked Car,Rear,Total Loss,Police,NY,1,4,1,2,No,10151.61,14502.67,0,11,1,16.740505598522454
IL,500,1352.77,49,FEMALE,PhD,Doctor,hiking,Multi-vehicle Collision,Rear,Total Loss,Police,NC,9,2,4,4,Yes,8848.22,8198.12,0,11,5,6.540816251099595
OH,700,863.66,52,MALE,PhD,Engineer,yachting,Single Vehicle Collision,Side,Major Damage,Ambulance,IL,10,4,1,5,No,6498.54,7853.24,0,1,2,7.524419331681449
PA,1000,987.94,24,MALE,PhD,Manager,camping,Parked Car,Front,Total Loss,Police,OH,14,2,3,4,Yes,25567.93,21767.98,0,3,1,25.880043322468975
OH,600,1172.87,45,MALE,High School,Engineer,chess,Vehicle Theft,Side,Total Loss,Fire,IL,4,2,0,3,Yes,11472.98,10567.79,0,6,0,9.781970721392824
GA,800,892.13,73,MALE,PhD,Doctor,paintball,Single Vehicle Collision,Unknown,Minor Damage,Fire,MI,6,2,2,0,No,12056.47,10226.96,0,10,3,13.514252407160392
MI,1000,1101.16,74,OTHER,High School,Sales,camping,Vehicle Theft,Side,Minor Damage,Police,GA,2,4,3,2,Yes,10201.98,10659.0,0,4,2,9.264757165171273
NY,800,1138.8,56,OTHER,Masters,Clerk,hiking,Single Vehicle Collision,Unknown,Major Damage,None,NC,0,2,0,3,Yes,8103.2,9276.07,0,7,5,7.11556023884791
FL,500,932.66,33,OTHER,Masters,Engineer,camping,Vehicle Theft,Rear,Total Loss,Fire,NC,4,3,2,3,No,10257.32,16052.89,0,2,5,10.99791992794802
NC,600,1303.91,63,OTHER,High School,Doctor,movies,Multi-vehicle Collision,Rear,Minor Damage,Police,NC,7,1,3,2,Yes,6090.96,6086.04,0,10,4,4.6713040010430165
PA,500,952.16,23,OTHER,High School,Technician,camping,Parked Car,Unknown,Minor Damage,Fire,TX,2,4,3,2,Yes,18441.72,17404.89,0,7,0,19.36829944547135
PA,1000,1414.17,46,OTHER,PhD,Engineer,hiking,Parked Car,Unknown,Total Loss,Fire,TX,21,1,3,1,Yes,14361.78,20191.34,0,7,2,10.155624854154734
NC,800,1483.84,20,OTHER,College,Engineer,yachting,Single Vehicle Collision,Unknown,Total Loss,None,IL,13,2,0,1,No,11194.95,22120.2,0,5,1,7.544580278197111
NC,700,1490.07,27,MALE,College,Lawyer,camping,Parked Car,Rear,Minor Damage,Police,TX,17,2,0,1,No,14631.78,15907.15,0,10,0,9.819525257202683
OH,600,1124.35,42,OTHER,PhD,Engineer,hiking,Vehicle Theft,Unknown,Minor Damage,Fire,GA,19,3,2,1,Yes,8257.81,13926.74,0,9,5,7.3445190554542625
NY,200,1414.24,36,FEMALE,College,Doctor,hiking,Vehicle Theft,Unknown,Total Loss,Fire,PA,12,4,4,1,Yes,20738.85,20313.27,0,10,5,14.664307331146055
PA,500,1405.73,22,FEMALE,PhD,Manager,reading,Vehicle Theft,Front,Total Loss,Police,CA,15,4,4,3,Yes,12211.69,14791.37,0,1,1,8.687080733853586
MI,500,1084.83,67,MALE,High School,Engineer,hiking,Multi-vehicle Collision,Unknown,Major Damage,None,OH,20,1,0,3,Yes,2278.29,2477.42,0,1,4,2.100135505102182
NC,1000,1194.99,38,OTHER,High School,Technician,camping,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,TX,10,2,1,4,No,12610.33,24752.09,0,12,5,10.552665712683789
PA,400,1178.45,71,OTHER,Masters,Technician,reading,Parked Car,Rear,Minor Damage,None,PA,0,4,2,1,Yes,10862.55,18731.21,0,1,0,9.21765878908736
TX,200,807.19,70,MALE,College,Manager,movies,Single Vehicle Collision,Side,Major Damage,Police,IL,7,1,1,0,Yes,9176.87,11842.87,0,11,2,11.36890942652907
CA,700,992.21,66,OTHER,College,Clerk,chess,Multi-vehicle Collision,Rear,Total Loss,Police,GA,10,3,3,1,Yes,8455.5,7212.18,0,9,0,8.521885487951138
PA,800,1258.8,48,MALE,College,Teacher,yachting,Vehicle Theft,Rear,Total Loss,Police,CA,22,1,0,0,Yes,4499.33,4183.95,1,1,4,3.5743009215125516
FL,300,707.92,62,OTHER,College,Manager,reading,Vehicle Theft,Front,Minor Damage,Police,GA,7,2,2,2,No,11649.27,12159.22,0,9,4,16.455630579726524
MI,1000,1109.77,33,MALE,High School,Teacher,reading,Multi-vehicle Collision,Unknown,Major Damage,None,NY,2,1,4,4,Yes,1729.9,1664.15,1,1,3,1.5587914612937817
IL,200,923.69,53,OTHER,College,Clerk,paintball,Multi-vehicle Collision,Side,Major Damage,Fire,MI,6,3,1,5,No,5343.64,5981.97,0,8,0,5.7851010620446255
IL,700,717.39,53,OTHER,High School,Teacher,hiking,Parked Car,Rear,Total Loss,None,NY,13,2,2,5,Yes,11213.09,18255.09,0,8,6,15.630396297690238
TX,300,653.28,22,MALE,PhD,Lawyer,chess,Parked Car,Unknown,Total Loss,Police,PA,22,2,1,3,No,1030.61,962.74,0,4,2,1.5775930688219446
FL,700,1425.59,73,FEMALE,College,Sales,camping,Vehicle Theft,Front,Total Loss,Ambulance,NY,7,4,4,2,No,11534.68,11724.35,0,9,0,8.091162255627495
NY,200,1372.4,36,MALE,PhD,Sales,camping,Vehicle Theft,Side,Total Loss,None,MI,4,3,0,5,Yes,13019.6,13629.1,0,12,3,9.486738560186534
PA,500,653.27,27,OTHER,High School,Technician,camping,Parked Car,Front,Total Loss,None,TX,22,1,2,0,Yes,12042.36,23696.29,0,8,2,18.433970640011022
IL,700,1410.51,24,FEMALE,College,Doctor,camping,Vehicle Theft,Rear,Total Loss,Police,TX,22,2,2,2,Yes,5180.15,5692.26,0,2,4,3.6725368838221635
OH,500,1024.58,69,FEMALE,PhD,Sales,paintball,Parked Car,Rear,Minor Damage,Fire,PA,4,3,4,5,No,5193.49,4579.82,0,12,0,5.068896523453513
PA,400,951.83,64,FEMALE,High School,Lawyer,camping,Multi-vehicle Collision,Front,Minor Damage,Fire,GA,22,2,3,1,Yes,18231.27,22062.27,0,11,6,19.15391403927172
NY,300,1365.04,24,MALE,PhD,Sales,paintball,Single Vehicle Collision,Rear,Minor Damage,None,TX,6,4,3,2,No,15280.78,23017.0,0,10,2,11.194382582195395
PA,600,1209.19,58,FEMALE,PhD,Teacher,paintball,Parked Car,Front,Major Damage,Ambulance,NC,11,3,2,1,Yes,13696.4,19422.23,0,7,4,11.326921327500227
NC,400,1067.07,45,OTHER,Masters,Manager,chess,Vehicle Theft,Front,Major Damage,Police,FL,5,2,2,0,Yes,1997.99,3319.78,0,2,5,1.8724076208683593
FL,700,1002.58,44,FEMALE,High School,Technician,hiking,Vehicle Theft,Rear,Minor Damage,Fire,MI,18,3,1,1,Yes,7409.21,6748.99,0,10,4,7.390143429950727
NY,300,1201.39,73,MALE,Masters,Doctor,yachting,Vehicle Theft,Unknown,Minor Damage,None,IL,0,3,2,3,No,749.95,1276.81,0,12,4,0.6242352608228802
TX,700,1260.97,70,OTHER,PhD,Doctor,movies,Single Vehicle Collision,Unknown,Major Damage,Ambulance,MI,14,1,1,1,Yes,734.91,658.87,0,3,0,0.5828132310840067
NY,700,1001.83,57,OTHER,Masters,Technician,reading,Vehicle Theft,Unknown,Total Loss,None,NC,1,3,4,5,Yes,14652.34,24238.26,0,10,4,14.625575197388779
FL,400,1418.09,27,OTHER,Masters,Manager,paintball,Vehicle Theft,Front,Minor Damage,Fire,MI,1,2,2,3,Yes,7858.11,11584.72,0,1,1,5.541333765839968
TX,700,1366.14,33,FEMALE,High School,Clerk,chess,Vehicle Theft,Side,Minor Damage,Ambulance,NY,9,2,1,5,Yes,9770.05,8843.05,0,1,5,7.151573045222304
FL,700,1457.67,50,FEMALE,College,Technician,paintball,Multi-vehicle Collision,Front,Minor Damage,Ambulance,NY,6,3,1,5,Yes,17296.26,15619.5,0,6,4,11.865689765173185
IL,400,1178.99,37,MALE,College,Lawyer,hiking,Single Vehicle Collision,Rear,Total Loss,Ambulance,MI,14,1,2,1,Yes,13183.05,20899.79,0,6,3,11.181647002943196
NC,500,914.35,75,MALE,PhD,Teacher,hiking,Multi-vehicle Collision,Unknown,Minor Damage,None,FL,21,2,3,3,No,16270.59,18943.55,0,7,2,17.794706622190628
NC,200,1248.95,55,FEMALE,High School,Doctor,hiking,Multi-vehicle Collision,Front,Minor Damage,Police,MI,21,2,2,1,No,16895.23,21064.85,0,12,6,13.52754713959726
TX,400,830.91,59,MALE,High School,Sales,movies,Multi-vehicle Collision,Side,Major Damage,Fire,NC,1,2,3,4,Yes,26163.84,23272.56,1,1,2,31.488175614687513
MI,200,964.78,75,MALE,PhD,Manager,hiking,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,FL,16,2,3,3,Yes,11063.76,15024.03,0,10,1,11.467650656108129
GA,700,1336.29,45,FEMALE,PhD,Engineer,camping,Single Vehicle Collision,Front,Minor Damage,Ambulance,NY,21,1,0,1,Yes,13527.27,12465.46,1,10,3,10.123004736995712
TX,400,817.79,69,MALE,College,Teacher,reading,Multi-vehicle Collision,Unknown,Major Damage,Fire,NY,3,2,2,1,Yes,18670.39,21765.8,0,7,2,22.8302987319483
PA,400,1479.48,63,OTHER,PhD,Clerk,hiking,Single Vehicle Collision,Rear,Minor Damage,Fire,NY,7,2,0,3,No,18675.18,24031.93,0,1,5,12.622799902668506
NY,1000,1249.65,46,FEMALE,College,Sales,yachting,Vehicle Theft,Rear,Total Loss,None,GA,0,3,0,2,Yes,23757.2,22882.97,1,10,2,19.011083103268916
OH,500,1252.08,40,OTHER,Masters,Manager,camping,Single Vehicle Collision,Unknown,Major Damage,Fire,FL,6,3,4,2,Yes,23677.25,23356.76,0,12,3,18.91033320554597
NY,500,634.34,28,MALE,Masters,Teacher,paintball,Multi-vehicle Collision,Rear,Minor Damage,Police,GA,19,1,3,1,No,4814.67,9336.64,0,3,2,7.590046347384683
NY,800,1334.41,60,FEMALE,High School,Engineer,hiking,Multi-vehicle Collision,Rear,Total Loss,Police,IL,17,1,3,0,Yes,10119.81,18397.33,1,1,1,7.583733635089664
NC,800,1274.5,19,MALE,College,Technician,paintball,Vehicle Theft,Rear,Major Damage,Fire,PA,14,3,4,1,Yes,18420.09,24610.6,0,12,6,14.452797175362887
CA,300,1387.46,48,MALE,High School,Technician,movies,Multi-vehicle Collision,Unknown,Minor Damage,None,FL,6,4,4,3,No,1351.38,2598.26,0,1,5,0.973995646721347
